customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,AGE
2999,4 Loftsgordon Avenue,3023,VIC,Australia,8,Rinaldo,Diggin,U,28,2000-12-19,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,11,19
3000,0 Lakewood Street,2144,NSW,Australia,10,Tann,McCard,Male,28,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,22,46
3001,2 Hagan Hill,2155,NSW,Australia,10,Gal,Waleran,Male,48,1977-07-22,Engineer IV,Argiculture,Mass Customer,N,No,20,42
3002,673 Comanche Parkway,2470,NSW,Australia,2,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16,63
3003,78 Algoma Circle,2166,NSW,Australia,8,Brita,Tupie,Female,72,1963-05-02,Web Developer I,Retail,Mass Customer,N,Yes,4,57
3004,9 Swallow Avenue,3179,VIC,Australia,9,Waylon,Hammant,Male,82,1955-02-20,Research Assistant II,Health,Mass Customer,N,Yes,16,65
3005,90 Loftsgordon Plaza,2216,NSW,Australia,10,Rafaellle,Tantrum,Male,36,1969-01-05,Human Resources Manager,Property,Affluent Customer,N,Yes,8,51
3006,921 Reinke Road,2529,NSW,Australia,7,Ariel,Dillingston,Female,72,1988-12-06,Human Resources Manager,Property,Mass Customer,N,Yes,21,31
3007,5913 Ramsey Road,2478,NSW,Australia,10,Tudor,Pepper,Male,38,1973-05-22,Environmental Tech,Manufacturing,Mass Customer,N,No,16,46
3008,91 Jay Drive,2560,NSW,Australia,7,Etta,Criag,Female,40,1982-05-13,Environmental Tech,Health,High Net Worth,N,Yes,17,38
3009,72 Dennis Road,3805,VIC,Australia,7,Hephzibah,Cliffe,Female,11,1977-04-02,Environmental Tech,Health,High Net Worth,N,Yes,14,43
3010,90 Darwin Crossing,2767,NSW,Australia,8,Tobye,Cock,Female,16,1970-05-20,Environmental Tech,Health,Affluent Customer,N,No,5,49
3011,54 Nevada Plaza,2096,NSW,Australia,12,Robena,Barks,Female,84,1994-05-11,Staff Scientist,Financial Services,High Net Worth,N,No,3,26
3012,8003 Pepper Wood Way,3250,VIC,Australia,2,Devland,Probart,U,81,1994-05-11,Technical Writer,IT,Mass Customer,N,Yes,11,26
3013,399 Butterfield Crossing,4115,QLD,Australia,7,Lorain,Eddisforth,Female,94,1968-07-28,Office Assistant III,Property,High Net Worth,N,No,6,51
3014,26378 Esch Junction,2065,NSW,Australia,10,Terrijo,Merlin,Female,59,2001-03-30,Software Engineer II,Property,High Net Worth,N,No,1,19
3015,2942 Swallow Trail,4214,QLD,Australia,9,Queenie,Flips,Female,25,2000-09-02,Assistant Manager,Retail,Affluent Customer,N,No,1,19
3016,7 Anzinger Drive,2745,NSW,Australia,10,Forster,Bumford,Male,25,1985-08-11,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11,34
3017,885 Larry Park,3140,VIC,Australia,9,Jason,De Lorenzo,Male,88,1955-10-05,Operator,Financial Services,Affluent Customer,N,No,7,64
3018,95 Sutteridge Crossing,2567,NSW,Australia,9,Ainsley,Nissle,Female,16,1971-08-24,Recruiter,Financial Services,High Net Worth,N,Yes,15,48
3019,13 Alpine Lane,2228,NSW,Australia,9,Alonso,Ceyssen,Male,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14,34
3020,2 Scott Pass,4870,QLD,Australia,1,Witty,McArthur,Male,13,1965-12-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10,54
3021,7 Debra Point,3175,VIC,Australia,4,Parker,Lukacs,Male,4,1983-01-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,9,37
3022,27 Schlimgen Way,4116,QLD,Australia,8,Gert,Kurtis,Female,21,1988-08-23,Chemical Engineer,Manufacturing,High Net Worth,N,No,8,31
3023,238 New Castle Alley,2166,NSW,Australia,9,Rikki,Bernet,Female,37,1994-12-09,Accountant I,IT,High Net Worth,N,Yes,7,25
3024,010 Stuart Way,3056,VIC,Australia,6,Franz,Craddy,Male,86,1959-01-08,Accountant I,Health,Mass Customer,N,No,12,61
3025,7609 Jackson Terrace,2155,NSW,Australia,11,Osgood,Stolting,Male,27,1977-04-23,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9,43
3026,520 Parkside Lane,2164,NSW,Australia,9,Minda,Pendrid,Female,11,1988-11-21,Account Representative III,Property,Mass Customer,N,Yes,5,31
3027,7046 Fairview Place,4510,QLD,Australia,3,Augy,Rudall,Male,83,1977-10-30,Research Nurse,Health,Mass Customer,N,Yes,5,42
3028,7 Scoville Trail,4304,QLD,Australia,2,Leandra,Schubert,Female,67,1956-07-07,General Manager,Manufacturing,High Net Worth,N,No,20,63
3029,31435 Eagle Crest Drive,2230,NSW,Australia,10,Timmie,Gori,Male,85,1978-07-17,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13,41
3030,4 Crescent Oaks Alley,2541,NSW,Australia,5,Flor,Agnew,Female,68,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,N,No,3,21
3031,50 7th Circle,4305,QLD,Australia,1,Diego,Bertelmot,Male,95,1996-02-02,Staff Scientist,Health,Mass Customer,N,Yes,5,24
3032,7 Lerdahl Court,4207,QLD,Australia,6,Renado,Wonfor,Male,53,1992-08-02,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5,27
3033,677 Eagan Trail,3183,VIC,Australia,7,Danielle,Kener,Female,60,1979-03-17,Administrative Officer,Financial Services,High Net Worth,N,No,12,41
3034,638 Browning Terrace,3079,VIC,Australia,6,Mara,Tofanini,Female,54,1956-09-09,Web Designer IV,Manufacturing,Mass Customer,N,Yes,18,63
3035,731 Haas Trail,2125,NSW,Australia,11,Sigfrid,Caldecot,Male,98,1980-04-15,Associate Professor,Health,High Net Worth,N,No,13,40
3036,2 Grim Court,2168,NSW,Australia,8,Windy,Orehead,Female,24,1977-04-17,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11,43
3037,01654 Milwaukee Plaza,2000,NSW,Australia,11,Leanora,Isles,Female,30,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18,48
3038,42 Arizona Pass,4510,QLD,Australia,5,Hermione,Isles,Female,45,1958-04-08,Senior Developer,Financial Services,High Net Worth,N,No,13,62
3039,94611 Cascade Parkway,2763,NSW,Australia,8,Coralie,Guitonneau,Female,52,1968-07-28,Senior Developer,Financial Services,Affluent Customer,N,No,18,51
3040,1 Melrose Lane,2010,NSW,Australia,9,Kameko,Kinrade,Female,87,1966-11-28,General Manager,Retail,Mass Customer,N,No,5,53
3041,88537 Erie Court,4211,QLD,Australia,7,Sherrie,Kingaby,Female,20,1974-03-12,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11,46
3042,5649 Crest Line Place,4455,QLD,Australia,2,Barris,Trayton,Male,76,1971-03-17,Engineer II,Property,High Net Worth,N,Yes,15,49
3043,05 2nd Point,2217,NSW,Australia,8,Kelcey,Argontt,Female,21,1981-08-03,Legal Assistant,Property,Mass Customer,N,Yes,18,38
3044,4 Jenifer Hill,3147,VIC,Australia,12,Russell,Brittoner,Male,59,1990-04-11,Occupational Therapist,Health,Affluent Customer,N,Yes,19,30
3045,5999 Waxwing Lane,4511,QLD,Australia,1,Renato,Mungham,Male,52,1996-10-02,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2,23
3046,5444 Corry Pass,2761,NSW,Australia,8,Shela,Ridgers,Female,53,1964-06-07,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18,55
3047,85 Northland Circle,2077,NSW,Australia,10,Eddy,Cossans,Male,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19,58
3048,80302 Stang Parkway,3677,VIC,Australia,1,Kenon,Messruther,Male,38,1969-05-27,Legal Assistant,Manufacturing,Mass Customer,N,No,16,50
3049,529 Monterey Street,3338,VIC,Australia,3,Tristam,O'Fallone,Male,72,1967-07-15,Legal Assistant,Property,High Net Worth,N,Yes,12,52
3050,6 Westend Center,2546,NSW,Australia,6,Dinnie,Worsom,Female,90,1997-12-04,Legal Assistant,Property,High Net Worth,N,No,5,22
3051,9357 Dennis Park,2010,NSW,Australia,11,Edi,Lugton,Female,81,1973-06-06,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,7,46
3052,75 Hansons Alley,2260,NSW,Australia,9,Lisetta,Lugton,Female,72,1976-09-08,Teacher,Manufacturing,Mass Customer,N,No,18,43
3053,274 Ludington Trail,2428,NSW,Australia,5,Susie,Lugton,Female,67,1984-09-12,Account Coordinator,Retail,High Net Worth,N,No,17,35
3054,6 Service Parkway,4275,QLD,Australia,3,Marieann,Wickey,Female,94,1965-07-14,Operator,Manufacturing,Affluent Customer,N,No,16,54
3055,99142 Eastwood Way,4870,QLD,Australia,6,Viki,Drache,Female,96,1999-08-23,General Manager,Manufacturing,Mass Customer,N,Yes,2,20
3056,0264 Birchwood Plaza,3802,VIC,Australia,8,Catlin,Storm,Female,43,1968-05-27,Health Coach II,Entertainment,Mass Customer,N,No,18,51
3057,40 Bowman Crossing,2031,NSW,Australia,10,Mel,Shoebottom,Female,96,1976-03-28,Executive Secretary,Entertainment,Mass Customer,N,No,9,44
3058,6354 Briar Crest Road,2022,NSW,Australia,12,Hamnet,Kibblewhite,Male,67,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16,33
3059,83 Sunfield Hill,3216,VIC,Australia,7,Hercules,Klewi,Male,83,1958-06-09,Accountant IV,Manufacturing,Mass Customer,N,No,17,61
3060,44 Northridge Plaza,2166,NSW,Australia,8,Milton,Gorini,Male,28,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6,37
3061,11 Farragut Junction,2530,NSW,Australia,8,Evie,Bendtsen,Female,51,1991-03-18,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3,29
3062,6 Westport Road,4350,QLD,Australia,2,Lesley,Ruskin,Male,78,1962-11-09,Civil Engineer,Manufacturing,Mass Customer,N,No,13,57
3063,922 Mccormick Circle,4509,QLD,Australia,6,Andrea,Wildber,Male,74,1999-11-04,VP Sales,Financial Services,Affluent Customer,N,No,2,20
3064,9317 Mendota Parkway,3064,VIC,Australia,8,Zach,Billison,Male,96,1995-06-14,Product Engineer,Financial Services,Affluent Customer,N,Yes,4,24
3065,8303 Mallard Center,2234,NSW,Australia,11,Winna,Brusle,Female,88,1978-01-05,Recruiter,Financial Services,High Net Worth,N,Yes,13,42
3066,4 Gateway Court,3107,VIC,Australia,10,Renell,Bellocht,Female,29,1995-01-14,Paralegal,Financial Services,Affluent Customer,N,Yes,2,25
3067,2178 Washington Hill,3806,VIC,Australia,6,Veronique,Wash,Female,8,1991-01-13,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9,29
3068,0330 Vahlen Trail,3072,VIC,Australia,7,Gill,Branney,Female,88,1990-12-07,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1,29
3069,4351 Maywood Hill,3551,VIC,Australia,4,Phylis,Traves,Female,59,1988-08-12,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12,31
3070,537 Amoth Center,2220,NSW,Australia,9,Malissia,Minthorpe,Female,74,1998-07-27,Account Executive,Health,Affluent Customer,N,Yes,1,21
3071,23384 Kings Drive,2261,NSW,Australia,9,Shirlee,Murdoch,Female,59,1989-12-25,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12,30
3072,6269 Oak Valley Avenue,2323,NSW,Australia,5,Roma,Prettjohn,Male,87,1979-04-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10,41
3073,74910 Burning Wood Junction,3132,VIC,Australia,10,Hernando,Farnham,Male,16,1967-04-12,Nurse,Telecommunications,Affluent Customer,N,No,17,53
3074,6278 Old Shore Parkway,2250,NSW,Australia,9,Tracie,Grishaev,Male,31,1969-02-18,VP Quality Control,Health,Mass Customer,N,Yes,12,51
3075,08180 Golf Park,3068,VIC,Australia,8,Corty,Debell,Male,36,1959-10-24,VP Quality Control,Entertainment,Mass Customer,N,Yes,16,60
3076,1944 Charing Cross Junction,2126,NSW,Australia,10,Merna,Eyers,Female,9,1991-10-01,Professor,Health,Mass Customer,N,Yes,4,28
3077,25578 Mayfield Drive,2099,NSW,Australia,10,Emelen,Gillopp,Male,19,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2,19
3078,9 Rieder Avenue,2798,NSW,Australia,6,Mariel,Blacksell,Female,54,1982-08-16,Safety Technician III,Retail,Mass Customer,N,No,7,37
3079,45201 Atwood Place,2176,NSW,Australia,9,Yorker,McKevany,Male,34,1959-11-18,Legal Assistant,Retail,Mass Customer,N,Yes,20,60
3080,0680 Veith Court,3939,VIC,Australia,8,Christoforo,Santus,Male,87,1958-10-06,Graphic Designer,Financial Services,High Net Worth,N,No,10,61
3081,53 Dunning Lane,3024,VIC,Australia,6,Dodi,Volker,Female,61,1971-07-25,Mechanical Systems Engineer,Financial Services,High Net Worth,N,Yes,9,48
3082,837 Elmside Center,2761,NSW,Australia,8,Emlyn,Maile,Male,68,1997-03-28,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,Yes,2,23
3083,57863 Pond Avenue,2773,NSW,Australia,9,Cirillo,Duprey,Male,44,1971-10-17,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,Yes,12,48
3084,41205 Straubel Place,4305,QLD,Australia,4,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16,60
3085,52 Steensland Place,3910,VIC,Australia,8,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Financial Services,Affluent Customer,N,No,5,42
3086,00183 Arapahoe Pass,4116,QLD,Australia,7,Pieter,Gadesby,U,18,1978-01-21,Biostatistician I,IT,High Net Worth,N,No,11,42
3087,233 Toban Alley,2567,NSW,Australia,8,Gerry,Scatcher,Male,64,1986-04-02,Social Worker,Health,Mass Customer,N,No,9,34
3088,5 Lotheville Parkway,2760,NSW,Australia,8,Hilarius,Trenbey,Male,92,1974-05-09,Social Worker,Retail,Affluent Customer,N,Yes,17,46
3089,7 Westridge Terrace,4504,QLD,Australia,7,Wood,Nathan,Male,27,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2,20
3090,98978 Nevada Circle,3020,VIC,Australia,8,Zared,Pinchback,Male,81,1964-12-06,Operator,Manufacturing,Mass Customer,N,No,8,55
3091,9503 Aberg Drive,3021,VIC,Australia,7,Guenevere,Treffry,Female,88,1995-08-13,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3,24
3092,4 Bayside Place,4508,QLD,Australia,4,Hallie,Blackden,Female,8,1972-12-17,Statistician IV,Manufacturing,Affluent Customer,N,No,9,47
3093,06 Lighthouse Bay Pass,3042,VIC,Australia,9,Harwilll,Crimes,Male,31,1992-04-01,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6,28
3094,67241 Heath Way,2151,NSW,Australia,8,Izak,Andreutti,Male,51,1989-05-28,Biostatistician II,Property,Mass Customer,N,Yes,17,30
3095,65620 Michigan Way,3141,VIC,Australia,10,Joachim,Andreutti,Male,14,1998-10-11,Staff Accountant IV,Retail,High Net Worth,N,Yes,2,21
3096,3075 Victoria Drive,2290,NSW,Australia,7,Lulu,Cabane,Female,32,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10,46
3097,0 Stephen Lane,2170,NSW,Australia,5,Alessandro,Casley,Male,2,1978-05-09,Actuary,Financial Services,Affluent Customer,N,Yes,19,42
3098,148 Marcy Pass,4301,QLD,Australia,4,Tiff,Ovett,Female,77,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12,39
3099,5406 Mockingbird Center,4870,QLD,Australia,7,Shelli,Benitti,Female,73,1996-11-26,Dental Hygienist,Retail,Mass Customer,N,Yes,3,23
3100,07 Loeprich Junction,2101,NSW,Australia,11,Peggy,Wrankling,Female,19,1954-02-09,Recruiter,Retail,Mass Customer,N,No,7,66
3101,6 Kings Avenue,2135,NSW,Australia,12,Paxton,Lermit,Male,68,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,N,No,12,32
3102,9 John Wall Parkway,2323,NSW,Australia,6,Paquito,Maitland,Male,37,1990-06-04,Assistant Manager,Property,Affluent Customer,N,No,2,29
3103,32304 Larry Road,4014,QLD,Australia,7,Shaylah,Hatchell,Female,5,1953-10-21,Safety Technician II,Retail,Mass Customer,N,No,20,66
3104,9 Dryden Crossing,4118,QLD,Australia,3,Diahann,Blundan,Female,19,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2,25
3105,146 Dakota Pass,4017,QLD,Australia,7,Bryn,Rycraft,Male,88,1965-10-14,Teacher,Health,Mass Customer,N,No,12,54
3106,11171 Rigney Court,2770,NSW,Australia,6,Yetty,Conneely,Female,13,1989-06-03,Teacher,Financial Services,Mass Customer,N,Yes,21,30
3107,2 Vidon Center,4818,QLD,Australia,3,Dell,Tremathick,Female,98,1960-08-15,Legal Assistant,Financial Services,High Net Worth,N,No,9,59
3108,1742 Scott Center,4670,QLD,Australia,2,Trip,Ahmed,Male,94,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,N,No,10,52
3109,451 Luster Hill,2170,NSW,Australia,9,Jeralee,Domleo,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10,61
3110,03287 Hallows Center,4305,QLD,Australia,3,Fabien,Iacapucci,Male,14,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8,26
3111,7208 Old Gate Avenue,2112,NSW,Australia,11,Maxwell,Blabber,Male,42,1997-03-11,Associate Professor,Financial Services,Mass Customer,N,Yes,4,23
3112,944 Becker Road,3162,VIC,Australia,11,Terri,Gornal,Male,41,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1,19
3113,904 Doe Crossing Terrace,2194,NSW,Australia,7,Wenonah,Lethabridge,Female,52,1969-12-06,Teacher,Property,Mass Customer,N,Yes,18,50
3114,7285 Waxwing Pass,2620,NSW,Australia,5,Judah,Prime,Male,48,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18,45
3115,3538 Bunting Hill,3805,VIC,Australia,7,Rip,Spiers,Male,40,1981-02-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,39
3116,979 Victoria Junction,3156,VIC,Australia,8,Correy,Loynes,Male,16,1978-06-29,Nuclear Power Engineer,Health,Mass Customer,N,No,7,41
3117,073 Fremont Alley,3805,VIC,Australia,7,Nisse,Marriage,Female,68,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6,24
3118,81183 Maple Wood Plaza,4152,QLD,Australia,8,Cleveland,Coxon,Male,54,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9,27
3119,6620 Elmside Drive,4118,QLD,Australia,9,Earle,Frisby,Male,13,1960-01-11,Occupational Therapist,Health,High Net Worth,N,No,19,60
3120,4 Shopko Circle,2196,NSW,Australia,5,Lauree,O'Donnell,Female,89,1979-02-04,Clinical Specialist,Health,Mass Customer,N,Yes,10,41
3121,969 Sycamore Point,2304,NSW,Australia,7,Mahmoud,Batterbee,Male,82,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19,61
3122,96073 Erie Place,2763,NSW,Australia,9,Cthrine,Orans,Female,17,1980-08-17,Data Coordiator,Manufacturing,High Net Worth,N,Yes,15,39
3123,6915 Nobel Crossing,2195,NSW,Australia,6,Tina,Riggulsford,Female,71,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20,43
3124,32 Elmside Point,2560,NSW,Australia,6,Anastasie,Le Grand,Female,73,1981-02-03,Account Executive,Retail,High Net Worth,N,Yes,9,39
3125,54294 Hovde Court,2500,NSW,Australia,8,Krystyna,Scarasbrick,Female,2,1978-08-21,Social Worker,Health,High Net Worth,N,Yes,5,41
3126,98 Grover Street,3048,VIC,Australia,5,Bondon,Deeley,Male,7,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12,33
3127,4753 Sheridan Center,3048,VIC,Australia,6,Tucker,Lewsley,Male,39,1971-01-31,Research Nurse,Health,Mass Customer,N,No,10,49
3128,6958 Knutson Pass,3620,VIC,Australia,1,Betteanne,Alldread,Female,96,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16,54
3129,0 Stephen Park,4702,QLD,Australia,2,Leola,Mandrier,Female,44,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11,64
3130,3126 Bayside Hill,4503,QLD,Australia,4,Krissy,Robard,Female,53,1971-01-25,VP Product Management,Telecommunications,Mass Customer,N,No,17,49
3131,98202 Holmberg Way,3149,VIC,Australia,10,Sybilla,O' Markey,Female,63,1999-02-24,VP Product Management,Retail,Affluent Customer,N,Yes,3,21
3132,33794 Sommers Crossing,2502,NSW,Australia,6,Nicko,Artois,Male,33,1975-04-15,Sales Representative,Retail,Mass Customer,N,Yes,7,45
3133,21 2nd Pass,2566,NSW,Australia,8,Eda,MacCheyne,Female,89,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2,21
3134,981 Kinsman Crossing,2880,NSW,Australia,1,Pierette,Roseman,Female,53,1995-01-20,Quality Control Specialist,Manufacturing,Mass Customer,N,No,5,25
3135,1617 Harper Parkway,2096,NSW,Australia,10,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,No,16,58
3136,73907 Fallview Point,2250,NSW,Australia,7,Leonardo,Brennon,Male,60,1998-08-25,Marketing Manager,Retail,Mass Customer,N,Yes,3,21
3137,99 Linden Trail,3195,VIC,Australia,8,Cathlene,Brennon,Female,48,1993-03-13,Web Designer III,Retail,Mass Customer,N,No,9,27
3138,409 Bobwhite Road,2226,NSW,Australia,10,Wait,Pardey,Male,34,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6,49
3139,24712 Hazelcrest Lane,3024,VIC,Australia,7,Pail,De Blasi,Male,65,1973-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,17,46
3140,3 Canary Center,2040,NSW,Australia,10,Britt,Muddimer,Female,2,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16,34
3141,5310 Mosinee Crossing,4151,QLD,Australia,9,Esmaria,Kiernan,Female,92,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3,24
3142,13 Basil Lane,2036,NSW,Australia,9,Hubert,Kliner,Male,98,1992-08-04,Electrical Engineer,Manufacturing,Mass Customer,N,No,6,27
3143,332 Summerview Park,3000,VIC,Australia,8,Corabelle,Streatfeild,Female,0,1996-10-24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5,23
3144,7435 Monument Road,3807,VIC,Australia,9,Ringo,Everson,Male,94,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8,41
3145,3 Cody Trail,2010,NSW,Australia,7,Gar,Barnewille,Male,17,1978-06-17,Paralegal,Financial Services,High Net Worth,N,Yes,7,41
3146,07084 Mallory Center,2428,NSW,Australia,5,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,No,15,42
3147,502 John Wall Pass,3199,VIC,Australia,7,Bonnee,Farley,Female,21,1976-10-02,Project Manager,Retail,Affluent Customer,N,Yes,17,43
3148,90880 Donald Lane,2519,NSW,Australia,9,Berky,Degoix,Male,11,1974-10-09,Human Resources Assistant IV,Retail,High Net Worth,N,Yes,10,45
3149,48007 Lakewood Hill,3141,VIC,Australia,10,Caprice,Pack,Female,31,1980-09-03,Tax Accountant,Retail,Affluent Customer,N,Yes,5,39
3150,039 Havey Alley,2220,NSW,Australia,9,Morissa,Wolfendell,Female,66,1991-10-07,Sales Associate,Financial Services,Mass Customer,N,No,5,28
3151,32798 Melby Center,4055,QLD,Australia,8,Thorn,Choffin,U,20,1991-10-07,Senior Developer,IT,Affluent Customer,N,Yes,11,28
3152,0250 Onsgard Center,4034,QLD,Australia,7,Lettie,McGenis,Female,6,1999-06-07,Teacher,Financial Services,High Net Worth,N,Yes,3,20
3153,121 Anniversary Lane,2200,NSW,Australia,9,Hannis,Jakubovits,Female,87,1973-12-30,Compensation Analyst,Financial Services,High Net Worth,N,No,15,46
3154,0 Warrior Alley,2021,NSW,Australia,10,Angil,Ellesmere,Female,63,1957-11-21,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19,62
3155,5323 Chive Avenue,2486,NSW,Australia,7,Tiphani,Fritz,Female,88,1976-12-25,Office Assistant I,IT,Affluent Customer,N,Yes,21,43
3156,63663 Darwin Crossing,2565,NSW,Australia,10,Bearnard,Letixier,Male,23,1976-09-28,Office Assistant I,Financial Services,Mass Customer,N,No,4,43
3157,16 Hansons Hill,2454,NSW,Australia,7,Hurlee,Fasson,Male,46,1997-07-19,Office Assistant I,Retail,Mass Customer,N,Yes,1,22
3158,64 Quincy Alley,4170,QLD,Australia,9,Korey,Lansbury,Male,27,1970-05-02,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12,50
3159,541 Ramsey Alley,3201,VIC,Australia,7,Jesus,MacShirie,Male,16,1967-02-01,VP Quality Control,Financial Services,Affluent Customer,N,No,12,53
3160,9890 Macpherson Drive,2224,NSW,Australia,10,Eadmund,Braycotton,Male,87,1978-07-03,Mechanical Systems Engineer,IT,Mass Customer,N,No,21,41
3161,40 Erie Plaza,3138,VIC,Australia,9,Cindie,Naldrett,Female,71,1977-02-16,Mechanical Systems Engineer,Financial Services,Mass Customer,N,Yes,4,43
3162,8 Clarendon Circle,2121,NSW,Australia,11,Deanne,Delacour,Female,76,1978-02-24,Media Manager IV,Argiculture,Mass Customer,N,Yes,15,42
3163,55152 Delaware Park,2151,NSW,Australia,10,Irvine,Mc Mechan,Male,38,1968-06-01,Environmental Specialist,Argiculture,Affluent Customer,N,No,19,51
3164,09 Mitchell Terrace,2166,NSW,Australia,9,Hortensia,Rainger,Female,53,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,34
3165,49956 Hovde Crossing,2745,NSW,Australia,9,Vyky,Coppen,Female,56,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10,44
3166,1 Glacier Hill Parkway,2017,NSW,Australia,8,Bronson,Plowman,Male,96,1955-05-11,Social Worker,Health,Mass Customer,N,No,20,65
3167,4527 Farmco Place,3155,VIC,Australia,8,Vernor,Stedall,Male,36,1995-01-20,Web Designer IV,Property,Mass Customer,N,No,5,25
3168,88 Rutledge Crossing,4215,QLD,Australia,7,Johan,Dudderidge,Male,89,1976-02-16,Assistant Manager,Health,Affluent Customer,N,No,22,44
3169,398 Butternut Place,3027,VIC,Australia,7,Maxim,Chavrin,Male,96,1964-01-12,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19,56
3170,13 Marcy Alley,3138,VIC,Australia,8,Bethanne,Kytter,Female,67,1968-01-26,Nurse Practicioner,Entertainment,Mass Customer,N,No,11,52
3171,62 John Wall Lane,2326,NSW,Australia,1,Leif,Kytter,Male,36,1967-05-23,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10,52
3172,2346 Dawn Terrace,4655,QLD,Australia,3,Marje,Kennewell,Female,69,1961-12-17,Account Coordinator,Retail,Affluent Customer,N,No,5,58
3173,8 Erie Center,3690,VIC,Australia,2,Angelo,Kennewell,Male,55,2001-10-10,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1,18
3174,040 Brown Trail,2040,NSW,Australia,12,Odele,Blackmore,Female,67,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9,43
3175,94850 Moland Street,3072,VIC,Australia,9,Alphard,Cradduck,Male,82,1984-12-30,Operator,Health,Mass Customer,N,No,16,35
